id,word,alt,type,bee,group,origin,nTried,nMistakes,weight
2011,manipulable,,,two,champions,,1,0,1
2012,candelabrum,,,two,champions,,1,2,1
2013,exquisite,,,two,champions,,1,1,1
2014,disinfectant,,,two,study,,1,0,1
2015,bachelorette,,,two,champions,,1,0,1
2016,placoderm,,,two,champions,,1,2,1
2017,exaggerate,,,two,champions,,1,0,1
2018,citronella,,,two,champions,,1,0,1
2019,honorific,,,two,champions,,1,0,1
2020,pamphlet,,,two,study,,1,0,1
2021,gypsum,,,two,champions,,1,0,1
2022,smorgasbord,,,two,champions,,1,0,1
2023,intriguing,,,two,study,,1,0,1
2024,serenade,,,two,champions,,1,0,1
2025,ectoplasm,,,two,champions,,1,0,1
2026,minutia,,,two,champions,,1,1,1
2027,genealogical,,,two,champions,,1,0,1
2028,perceptible,,,two,champions,,1,0,1
2029,jocularity,,,two,champions,,1,0,1
2030,scholarship,,,two,champions,,1,0,1
2031,trellis,,,two,champions,,1,0,1
2032,solicit,,,two,champions,,1,0,1
2033,charred,,,two,study,,1,0,1
2034,limpa,,,two,champions,,1,0,1
2035,samples,,,two,study,,1,0,1
2036,emblazoned,,,two,champions,,1,0,1
2037,ricotta,,,two,champions,,1,0,1
2038,campaign,,,two,study,,1,0,1
2039,taxonomic,,,two,champions,,1,0,1
2040,clairvoyance,,,two,champions,,1,0,1
2041,biscotti,,,two,champions,,1,0,1
2042,sewage,,,two,champions,,1,0,1
2043,burglarious,,,two,champions,,1,0,1
2044,inspector,,,two,study,,1,0,1
2045,conundrum,,,two,champions,,1,0,1
2046,echelon,,,two,champions,,1,0,1
2047,cognizant,*cognisant,British,two,champions,,1,0,1
2048,dystopia,,,two,champions,,1,1,1
2049,beneficent,,,two,champions,,1,1,1
2050,trifle,,,two,champions,,1,0,1
2051,inimical,,,two,champions,,1,1,1
2052,eclipse,,,two,champions,,1,0,1
2053,dubiously,,,two,champions,,1,0,1
2054,mastodon,,,two,champions,,1,0,1
2055,glareous,glaireous,,two,champions,,1,1,1
2056,sundry,,,two,champions,,1,0,1
2057,Podunk,,,two,champions,,1,0,1
2058,maverick,,,two,champions,,1,0,1
2059,closet,,,two,study,,1,0,1
2060,moribund,,,two,champions,,1,1,1
2061,wobbulator,,,two,champions,,1,1,1
2062,tautology,,,two,champions,,1,1,1
2063,spleen,,,two,study,,1,1,1
2064,fecund,,,two,champions,,1,0,1
2065,divestiture,,,two,champions,,1,0,1
2066,petroglyphs,,,two,champions,,1,0,1
2067,astringent,,,two,champions,,1,0,1
2068,fido,,,two,champions,,1,0,1
2069,agrarian,,,two,champions,,1,0,1
2070,fungible,,,two,champions,,1,0,1
2071,coeval,,,two,champions,,1,1,1
2072,genome,,,two,champions,,1,0,1
2073,semester,,,two,champions,,1,0,1
2074,illustrious,,,two,champions,,1,0,1
2075,Columbia,,,two,study,,1,0,1
2076,Celsius,,,two,champions,,1,0,1
2077,fluency,,,two,champions,,1,0,1
2078,vertigo,,,two,champions,,1,0,1
2079,thwartwise,,,two,champions,,1,0,1
2080,Niño,,,two,champions,,1,0,1
2081,botany,,,two,champions,,1,0,1
2082,verandas,verandahs,No preference,two,study,,1,0,1
2083,transposable,,,two,champions,,1,0,1
2084,confection,,,two,study,,1,0,1
2085,annulment,,,two,champions,,1,0,1
2086,oracle,,,two,champions,,1,0,1
2087,jalapeño,,,two,champions,,1,0,1
2088,Brigadoon,,,two,champions,,1,0,1
2089,bumptious,,,two,champions,,1,0,1
2090,pageantry,,,two,champions,,1,1,1
2091,inculcate,,,two,champions,,1,0,1
2092,merely,,,two,champions,,1,0,1
2093,stalwart,,,two,champions,,1,0,1
2094,garniture,,,two,champions,,1,0,1
2095,comparison,,,two,champions,,1,0,1
2096,uvula,,,two,champions,,1,0,1
2097,potpourri,,,two,champions,,1,1,1
2098,solder,,,two,champions,,1,0,1
2099,accomplice,,,two,champions,,1,0,1
2100,vengeance,,,two,champions,,1,0,1
2101,fajitas,,,two,champions,,1,0,1
2102,proclamation,,,two,study,,1,0,1
2103,dopamine,,,two,champions,,1,0,1
2104,gazette,,,two,champions,,1,0,1
2105,acetone,,,two,champions,,1,0,1
2106,cataclysmic,,,two,champions,,1,0,1
2107,philosophize,,,two,champions,,1,0,1
2108,Pakistan,,,two,study,,1,0,1
2109,Realtor,,,two,champions,,1,0,1
2110,remorseful,,,two,champions,,1,0,1
2111,replete,,,two,champions,,1,0,1
2112,prolix,,,two,champions,,1,1,1
2113,financier,,,two,champions,,1,0,1
2114,cryptozoa,,,two,champions,,1,0,1
2115,stigmata,,,two,champions,,1,0,1
2116,fibula,,,two,champions,,1,0,1
2117,keratitis,,,two,champions,,1,0,1
2118,macrocosm,,,two,champions,,1,1,1
2119,rejuvenate,,,two,champions,,1,0,1
2120,tangerine,,,two,champions,,1,0,1
2121,leviathan,,,two,champions,,1,1,1
2122,smudge,,,two,study,,1,0,1
2123,widdershins,,,two,champions,,1,1,1
2124,comportment,,,two,champions,,1,0,1
2125,chaperonage,,,two,champions,,1,0,1
2126,supremacy,,,two,champions,,1,0,1
2127,doubloons,,,two,champions,,1,0,1
2128,celery,,,two,champions,,1,0,1
2129,procedure,,,two,champions,,1,0,1
2130,concomitant,,,two,champions,,1,1,1
2131,nonchalance,,,two,champions,,1,0,1
2132,verbatim,,,two,champions,,1,1,1
2133,sequential,,,two,champions,,1,0,1
2134,centuries,,,two,study,,1,1,1
2135,solace,,,two,study,,1,0,1
2136,murmuration,,,two,champions,,1,0,1
2137,mansard,,,two,champions,,1,1,1
2138,suffused,,,two,study,,1,0,1
2139,imperious,,,two,champions,,1,0,1
2140,gaucho,,,two,champions,,1,0,1
2141,audacious,,,two,champions,,1,0,1
2142,fabulist,,,two,champions,,1,0,1
2143,filial,,,two,champions,,1,1,1
2144,rationale,,,two,champions,,1,0,1
2145,academese,,,two,champions,,1,1,1
2146,dowager,,,two,champions,,1,1,1
2147,languish,,,two,champions,,1,0,1
2148,transcend,,,two,champions,,1,0,1
2149,anonymity,,,two,champions,,1,1,1
2150,inflammable,,,two,champions,,1,0,1
2151,nectarine,,,two,champions,,1,0,1
2152,pallor,,,two,champions,,1,1,1
2153,sternum,,,two,champions,,1,0,1
2154,brevet,,,two,study,,1,1,1
2155,predicament,,,two,champions,,1,0,1
2156,ancillary,,,two,champions,,1,3,1
2157,detritus,,,two,champions,,1,0,1
2158,banal,,,two,champions,,1,0,1
2159,legionnaire,,,two,champions,,1,0,1
2160,denizen,,,two,champions,,1,1,1
2161,conduit,,,two,champions,,1,0,1
2162,cavalcade,,,two,champions,,1,1,1
2163,exercise,,,two,champions,,1,0,1
2164,treatise,,,two,champions,,1,1,1
2165,koto,,,two,champions,,1,0,1
2166,perpetual,,,two,study,,1,0,1
2167,senator,,,two,champions,,1,0,1
2168,pecuniary,,,two,champions,,1,0,1
2169,macaw,,,two,champions,,1,0,1
2170,Minotaur,,,two,champions,,1,0,1
2171,prejudice,,,two,champions,,1,0,1
2172,ipso facto,,,two,champions,,1,0,1
2173,faux,,,two,champions,,1,0,1
2174,cahoots,,,two,study,,1,1,1
2175,limousine,,,two,champions,,1,0,1
2176,denticulate,,,two,champions,,1,0,1
2177,sanctimonious,,,two,champions,,1,0,1
2178,expunge,,,two,champions,,1,0,1
2179,scorpion,,,two,champions,,1,0,1
2180,petroleum,,,two,champions,,1,0,1
2181,station,,,two,study,,1,0,1
2182,decrepitude,,,two,champions,,1,0,1
2183,epsilon,,,two,champions,,1,0,1
2184,legitimately,,,two,champions,,1,0,1
2185,deglaciation,,,two,champions,,1,0,1
2186,torsion,,,two,champions,,1,1,1
2187,convivium,,,two,champions,,1,0,1
2188,nebulous,,,two,champions,,1,0,1
2189,reverberant,,,two,champions,,1,0,1
2190,cottage,,,two,study,,1,0,1
2191,cadaverous,,,two,champions,,1,0,1
2192,pyramid,,,two,champions,,1,0,1
2193,solstice,,,two,champions,,1,0,1
2194,sclerosis,,,two,champions,,1,1,1
2195,affectionately,,,two,champions,,1,0,1
2196,conglomerate,,,two,champions,,1,0,1
2197,phosphorescent,,,two,champions,,1,0,1
2198,wearisome,,,two,champions,,1,0,1
2199,polysemy,,,two,champions,,1,1,1
2200,escalator,,,two,champions,,1,0,1
2201,ministrations,,,two,champions,,1,1,1
2202,seraphic,,,two,champions,Latin,1,1,1
2203,acerbity,,,two,champions,,1,3,1
2204,stimuli,,,two,champions,,1,0,1
2205,fallacy,,,two,champions,,1,1,1
2206,nefarious,,,two,study,,1,0,1
2207,disposition,,,two,champions,,1,0,1
2208,disrepair,,,two,champions,,1,0,1
2209,mackerel,,,two,champions,,1,1,1
2210,realm,,,two,champions,,1,0,1
2211,monitory,,homonym,two,champions,,1,1,1
2212,pulse,,,two,study,,1,0,1
2213,minivan,,,two,study,,1,0,1
2214,microwave,,,two,study,,1,0,1
2215,sacrosanct,,,two,champions,,1,1,1
2216,obfuscate,,,two,champions,,1,1,1
2217,escarole,,,two,champions,,1,0,1
2218,entente,,,two,champions,,1,2,1
2219,tectonic,,,two,champions,,1,0,1
2220,desultorily,,,two,champions,,1,3,1
2221,chestnut,,,two,study,,1,0,1
2222,symposium,,,two,champions,,1,0,1
2223,municipal,,,two,champions,,1,0,1
2224,rivalry,,,two,study,,1,0,1
2225,prosperous,,,two,champions,,1,0,1
2226,herringbone,,,two,champions,,1,0,1
2227,tableau,,,two,champions,,1,0,1
2228,dilapidated,,,two,champions,,1,0,1
2229,wunderkind,,,two,champions,,1,1,1
2230,humerus,,,two,champions,,1,0,1
2231,edification,,,two,champions,,1,0,1
2232,raclette,,,two,champions,,1,0,1
2233,alluvial,,,two,champions,,1,0,1
2234,do,,,two,champions,,1,0,1
2235,rabbinic,,,two,champions,,1,1,1
2236,gustatory,,,two,champions,,1,0,1
2237,disturbance,,,two,study,,1,0,1
2238,acrimony,,,two,champions,,1,2,1
2239,barrier,,,two,study,,1,0,1
2240,fraudulent,,,two,champions,,1,0,1
2241,malaise,,,two,champions,,1,1,1
2242,caricature,,,two,champions,,1,1,1
2243,adieu,,,two,champions,,1,0,1
2244,jodhpurs,,,two,study,,1,0,1
2245,adipose,,,two,champions,,1,1,1
2246,tutelage,,,two,champions,,1,0,1
2247,palliative,,,two,champions,,1,0,1
2248,squander,,,two,champions,,1,0,1
2249,integument,,,two,champions,,1,0,1
2250,Limburger,,,two,champions,,1,0,1
2251,veganism,,,two,champions,,1,0,1
2252,criteria,,,two,champions,,1,0,1
2253,apogee,,,two,champions,,1,1,1
2254,quadrillion,,,two,champions,,1,0,1
2255,corollary,,,two,champions,,1,3,1
2256,adage,,,two,champions,,1,0,1
2257,commandeer,,,two,champions,,1,0,1
2258,depot,,,two,study,,1,0,1
2259,exposure,,,two,study,,1,0,1
2260,sufficiency,,,two,champions,,1,0,1
2261,Gothamite,,,two,champions,,1,0,1
2262,contusion,,,two,champions,,1,0,1
2263,mordant,,,two,champions,,1,2,1
2264,sententious,,,two,champions,,1,1,1
2265,phlox,,,two,champions,,1,2,1
2266,catalyst,,,two,champions,,1,0,1
2267,shepherd,,,two,study,,1,0,1
2268,vortices,,,two,study,,1,0,1
2269,continental,,,two,study,,1,0,1
2270,patronymic,,,two,champions,,1,2,1
2271,sousaphone,,,two,champions,,1,0,1
2272,impresario,,,two,champions,,1,1,1
2273,tarsier,,,two,champions,,1,0,1
2274,tae-kwon-do,,,two,champions,,1,0,1
2275,hermitage,,,two,champions,,1,0,1
2276,interlocutor,,,two,champions,,1,1,1
2277,Galahad,,,two,champions,,1,1,1
2278,apparatus,,,two,champions,,1,0,1
2279,edamame,,,two,champions,,1,0,1
2280,austere,,,two,champions,,1,0,1
2281,bountiful,,,two,champions,,1,0,1
2282,mauve,,,two,champions,,1,1,1
2283,duchy,,,two,champions,,1,1,1
2284,binoculars,,,two,champions,,1,0,1
2285,netiquette,,,two,champions,,1,1,1
2286,discussion,,,two,study,,1,0,1
2287,salivate,,,two,champions,,1,1,1
2288,trembling,,,two,study,,1,0,1
2289,ligament,,,two,champions,,1,0,1
2290,annotate,,,two,champions,,1,0,1
2291,heritage,,,two,study,,1,0,1
2292,rennet,,,two,champions,,1,0,1
2293,extrapolate,,,two,champions,,1,1,1
2294,somber,sombre,No preference,two,study,,1,0,1
2295,baleen,,,two,champions,,1,1,1
2296,vanguard,,,two,champions,,1,1,1
2297,siblings,,,two,study,,1,0,1
2298,commodious,,,two,champions,,1,0,1
2299,sagacious,,,two,champions,,1,1,1
2300,bona fide,,,two,champions,,1,0,1
2301,discreetly,,,two,champions,,1,0,1
2302,subcutaneous,,,two,champions,,1,0,1
2303,vehicular,,,two,champions,,1,0,1
2304,redux,,,two,champions,,1,0,1
2305,simpatico,,,two,champions,,1,2,1
2306,phraseology,,,two,champions,,1,0,1
2307,specious,,,two,champions,,1,0,1
2308,colonists,,,two,study,,1,0,1
2309,phoenix,,,two,champions,,1,0,1
2310,bruschetta,,,two,champions,,1,1,1
2311,stampede,,,two,champions,,1,0,1
2312,gaffe,gaff,Alt,two,champions,,1,0,1
2313,scoundrel,,,two,study,,1,0,1
2314,archives,,,two,study,,1,0,1
2315,settee,,,two,champions,,1,2,1
2316,bulbous,,,two,champions,,1,0,1
2317,collegiality,,,two,champions,,1,1,1
2318,funnel,,,two,champions,,1,0,1
2319,rudiments,,,two,champions,,1,0,1
2320,limpid,,,two,champions,,1,1,1
2321,jimberjawed,,,two,champions,,1,0,1
2322,covetous,,,two,champions,,1,1,1
2323,oozing,,,two,study,,1,0,1
2324,kaiser,,,two,champions,,1,0,1
2325,hollyhock,,,two,champions,,1,1,1
2326,continuum,,,two,champions,,1,0,1
2327,aperture,,,two,champions,,1,1,1
2328,acetaminophen,,,two,champions,,1,0,1
2329,suffrage,,,two,champions,,1,0,1
2330,Nepal,,,two,study,,1,0,1
2331,calamari,,,two,champions,,1,0,1
2332,succulent,,,two,champions,,1,0,1
2333,hokum,,,two,study,,1,0,1
2334,alma mater,,,two,champions,,1,0,1
2335,paragon,,,two,champions,,1,0,1
2336,lolled,,,two,champions,,1,0,1
2337,assembly,,,two,study,,1,0,1
2338,megalomaniac,,,two,champions,,1,1,1
2339,establishment,,,two,champions,,1,0,1
2340,calendar,,,two,champions,,1,0,1
2341,frugal,,,two,champions,,1,0,1
2342,Tabasco,,,two,study,,1,0,1
2343,essential,,,two,champions,,1,0,1
2344,nomenclature,,,two,champions,,1,1,1
2345,gratingly,,,two,study,,1,0,1
2346,accrual,,,two,champions,,1,4,1
2347,indefatigable,,,two,champions,,1,0,1
2348,laminate,,,two,champions,,1,0,1
2349,gubernatorial,,,two,champions,,1,0,1
2350,porcelain,,,two,champions,,1,0,1
2351,bariatrics,,,two,champions,,1,0,1
2352,dreadlocks,,,two,champions,,1,0,1
2353,vanity,,,two,champions,,1,0,1
2354,chute,shute,Alt,two,champions,,1,1,1
2355,recuperation,,,two,champions,,1,0,1
2356,grapheme,,,two,champions,,1,1,1
2357,laity,,,two,champions,,1,1,1
2358,alpaca,,,two,champions,,1,0,1
2359,tripartite,,,two,champions,,1,0,1
2360,histrionics,,,two,champions,,1,1,1
2361,cadge,,,two,champions,,1,1,1
2362,dynamite,,,two,champions,,1,0,1
2363,pugilist,,,two,champions,,1,0,1
2364,oblige,,,two,champions,,1,0,1
2365,concoct,,,two,champions,,1,0,1
2366,thermohaline,,,two,study,,1,0,1
2367,ricochet,,,two,champions,,1,0,1
2368,trombone,,,two,study,,1,0,1
2369,ghastly,,,two,champions,,1,0,1
2370,seismologist,,,two,champions,,1,0,1
2371,languorous,,,two,champions,,1,2,1
2372,menial,,,two,champions,,1,0,1
2373,effervescent,,,two,champions,,1,0,1
2374,moorage,,,two,champions,,1,2,1
2375,amnesty,,,two,champions,,1,0,1
2376,phycology,,,two,champions,,1,0,1
2377,proximo,,,two,study,,1,0,1
2378,brachiopods,,,two,champions,,1,0,1
2379,saskatoon,,,two,champions,,1,0,1
2380,cinematic,,,two,champions,,1,0,1
2381,residue,,,two,champions,,1,0,1
2382,cadence,,,two,champions,,1,0,1
2383,okapi,,,two,champions,,1,0,1
2384,laborious,,,two,champions,,1,0,1
2385,lumbar,,,two,champions,,1,0,1
2386,smelters,,,two,study,,1,0,1
2387,syndicate,,,two,champions,,1,0,1
2388,striation,,,two,champions,,1,0,1
2389,suspicion,,,two,champions,,1,0,1
2390,avoid,,,two,study,,1,0,1
2391,cannoli,,,two,champions,,1,0,1
2392,certitude,,,two,champions,,1,0,1
2393,venerable,,,two,champions,,1,0,1
2394,animalier,,,two,champions,,1,0,1
2395,memorial,,,two,study,,1,0,1
2396,anabolic,,,two,champions,,1,1,1
2397,throughout,,,two,champions,,1,0,1
2398,stegosaur,,,two,champions,,1,0,1
2399,spatula,,,two,champions,,1,0,1
2400,fratority,,,two,champions,,1,2,1
2401,varicella,,,two,champions,,1,4,1
2402,Angus,,,two,study,,1,0,1
2403,rectitude,,,two,champions,,1,0,1
2404,equanimity,,,two,champions,,1,2,1
2405,oompah,,,two,champions,,1,2,1
2406,narcoleptic,,,two,champions,,1,0,1
2407,hackneyed,,,two,champions,,1,0,1
2408,sophomoric,,,two,champions,,1,0,1
2409,ablaut,,,two,champions,,1,1,1
2410,fiscal,,,two,champions,,1,0,1
2411,elegant,,,two,champions,,1,0,1
2412,permutation,,,two,champions,,1,0,1
2413,theomachy,,,two,champions,,1,1,1
2414,crocodile,,,two,champions,,1,0,1
2415,aardvark,,,two,champions,,1,0,1
2416,conceit,,,two,champions,,1,0,1
2417,stenographer,,,two,champions,,1,0,1
2418,wreath,,,two,study,,1,0,1
2419,chrysalis,,,two,champions,,1,0,1
2420,fisticuffs,,,two,champions,,1,0,1
2421,middle,,,two,study,,1,0,1
2422,wherewithal,,,two,champions,,1,1,1
2423,supine,,,two,champions,,1,2,1
2424,engineer,,,two,champions,,1,0,1
2425,obediential,,,two,champions,,1,0,1
2426,truculence,,,two,champions,,1,0,1
2427,neutron,,,two,champions,,1,0,1
2428,sanitized,,,two,study,,1,0,1
2429,churros,,,two,champions,,1,0,1
2430,opportunity,,,two,study,,1,0,1
2431,espadrille,,,two,champions,,1,4,1
2432,curator,,,two,champions,,1,0,1
2433,yeoman,,,two,champions,,1,2,1
2434,Hippocratic,,,two,champions,,1,1,1
2435,tincture,,,two,champions,,1,0,1
2436,carnage,,,two,champions,,1,0,1
2437,mimeograph,,,two,champions,,1,1,1
2438,aqueduct,,,two,champions,,1,1,1
2439,freneticism,,,two,champions,,1,4,1
2440,amino,,,two,study,,1,0,1
2441,tortoise,,,two,champions,,1,0,1
2442,animus,,,two,champions,,1,3,1
2443,ignoble,,,two,study,,1,0,1
2444,metastasize,,,two,champions,,1,1,1
2445,pursuit,,,two,champions,,1,0,1
2446,chastise,,,two,champions,,1,0,1
2447,vassal,,,two,champions,,1,3,1
2448,armaments,,,two,champions,,1,0,1
2449,Websterian,,,two,champions,,1,1,1
2450,capable,,,two,study,,1,0,1
2451,ibuprofen,,,two,champions,,1,0,1
2452,palatial,,,two,champions,,1,1,1
2453,loquacious,,,two,champions,,1,0,1
2454,Mecca,,,two,champions,,1,0,1
2455,polyglot,,,two,champions,,1,0,1
2456,coriander,,,two,champions,,1,0,1
2457,merganser,,,two,champions,,1,1,1
2458,hydroponic,,,two,champions,,1,0,1
2459,enunciate,,,two,champions,,1,0,1
2460,subterranean,,,two,champions,,1,0,1
2461,ineluctable,,,two,champions,,1,2,1
2462,Egyptian,,,two,champions,,1,0,1
2463,sultana,,,two,champions,,1,0,1
2464,floribunda,,,two,champions,,1,0,1
2465,acacia,,,two,champions,,1,0,1
2466,allegiance,,,two,champions,,1,0,1
2467,discountenance,,,two,champions,,1,0,1
2468,gallant,,,two,champions,,1,1,1
2469,guttural,,,two,champions,,1,0,1
2470,cumbersome,,,two,champions,,1,0,1
2471,reciprocity,,,two,champions,,1,0,1
2472,ordinance,,,two,champions,,1,0,1
2473,purification,,,two,champions,,1,0,1
2474,macaroon,,,two,champions,,1,0,1
2475,beatific,,,two,champions,,1,1,1
2476,fiercest,,,two,study,,1,0,1
2477,duplicitous,,,two,champions,,1,0,1
2478,sojourner,,,two,study,,1,0,1
2479,muchacha,,,two,champions,,1,2,1
2480,guanine,,,two,study,,1,0,1
2481,antiquarian,,,two,champions,,1,0,1
2482,haphazard,,,two,champions,,1,0,1
2483,harbinger,,,two,champions,,1,0,1
2484,vacancy,,,two,study,,1,0,1
2485,gladiatorial,,,two,champions,,1,0,1
2486,indigent,,,two,champions,,1,0,1
2487,Sheetrock,,,two,study,,1,0,1
2488,pavement,,,two,study,,1,0,1
2489,onus,,,two,champions,,1,0,1
2490,ballistic,,,two,champions,,1,0,1
2491,forestallment,,,two,champions,,1,0,1
2492,laceration,,,two,champions,,1,0,1
2493,juncture,,,two,study,,1,0,1
2494,noxious,,,two,champions,,1,0,1
2495,cranium,,,two,champions,,1,0,1
2496,parable,,,two,champions,,1,0,1
2497,odontiasis,,,two,champions,,1,2,1
2498,esoteric,,,two,champions,,1,2,1
2499,cathedral,,,two,champions,,1,0,1
2500,insignia,,,two,champions,,1,0,1
2501,isosceles,,,two,champions,,1,0,1
2502,anorak,,,two,champions,,1,1,1
2503,unmoored,,,two,champions,,1,0,1
2504,cryogenic,,,two,champions,,1,0,1
2505,consternation,,,two,champions,,1,0,1
2506,declension,,,two,champions,,1,1,1
2507,surmountable,,,two,champions,,1,0,1
2508,divan,,,two,study,,1,0,1
2509,extracurricular,,,two,champions,,1,0,1
2510,asylum,,,two,champions,,1,0,1
2511,exhaust,,,two,champions,,1,0,1
2512,accelerates,,,two,study,,1,0,1
2513,nimbostratus,,,two,champions,,1,0,1
2514,echoed,,,two,champions,,1,0,1
2515,noctambulist,,,two,champions,,1,0,1
2516,scattering,,,two,study,,1,0,1
2517,trowel,,,two,study,,1,0,1
2518,theriatrics,,,two,champions,,1,2,1
2519,dulcet,,,two,champions,,1,0,1
2520,centipede,,,two,champions,,1,0,1
2521,macchiato,,,two,champions,,1,1,1
2522,puniness,,,two,champions,,1,0,1
2523,surrealist,,,two,champions,,1,0,1
2524,invective,,,two,champions,,1,0,1
2525,satchel,,,two,champions,,1,0,1
2526,endogenous,,,two,champions,,1,0,1
2527,claustrophobia,,,two,champions,,1,0,1
2528,cannonade,,,two,study,,1,0,1
2529,investigation,,,two,study,,1,0,1
2530,brayed,,,two,study,,1,0,1
2531,appellation,,,two,champions,,1,0,1
2532,situation,,,two,champions,,1,0,1
2533,ruminate,,,two,champions,,1,0,1
2534,amateurish,,,two,champions,,1,0,1
2535,versatile,,,two,champions,,1,0,1
2536,suet,,,two,champions,,1,1,1
2537,patience,,,two,champions,,1,0,1
2538,Muzak,,,two,champions,,1,1,1
2539,karst,,,two,champions,,1,0,1
2540,assailant,,,two,champions,,1,0,1
2541,visite,,,two,study,,1,0,1
2542,beacons,,,two,study,,1,0,1
2543,homeostasis,,,two,champions,,1,0,1
2544,vexatious,,,two,champions,,1,2,1
2545,racketeer,,,two,champions,,1,0,1
2546,ignominious,,,two,champions,,1,2,1
2547,tiramisu,,,two,champions,,1,0,1
2548,contradictory,,,two,champions,,1,0,1
2549,allergenic,,,two,champions,,1,0,1
2550,herbaceous,,,two,champions,,1,0,1
2551,brambles,,,two,study,,1,0,1
2552,exemplar,,,two,champions,,1,1,1
2553,quasar,,,two,champions,,1,2,1
2554,morose,,,two,champions,,1,0,1
2555,sorrel,,,two,champions,,1,0,1
2556,javelin,,,two,champions,,1,0,1
2557,emphatic,,,two,study,,1,0,1
2558,foolishness,,,two,study,,1,0,1
2559,hydrant,,,two,champions,,1,0,1
2560,boondoggle,,,two,champions,,1,1,1
2561,hiatus,,,two,champions,,1,0,1
2562,equestrian,,,two,champions,,1,0,1
2563,travails,,,two,champions,,1,1,1
2564,hydrophobia,,,two,champions,,1,0,1
2565,hydrangea,,,two,champions,,1,0,1
2566,Plumeria,,,two,champions,,1,0,1
2567,akimbo,,,two,champions,,1,0,1
2568,atomic,,,two,champions,,1,0,1
2569,impediment,,,two,champions,,1,1,1
2570,devoid,,,two,champions,,1,0,1
2571,vantage,,,two,champions,,1,0,1
2572,ombudsman,,,two,champions,,1,0,1
2573,patrician,,,two,champions,,1,0,1
2574,contrariwise,,,two,champions,,1,1,1
2575,flippancy,,,two,champions,,1,0,1
2576,bodega,,,two,champions,,1,0,1
2577,vice,,,two,champions,,1,0,1
2578,revenant,,,two,champions,,1,3,1
2579,security,,,two,study,,1,0,1
2580,sternutation,,,two,champions,,1,0,1
2581,tranquil,,,two,champions,,1,0,1
2582,resplendence,,,two,champions,,1,0,1
2583,annuity,,,two,champions,,1,0,1
2584,rosin,,,two,champions,,1,2,1
2585,adversaria,,,two,champions,,1,0,1
2586,irritability,,,two,champions,,1,0,1
2587,dignify,,,two,champions,,1,0,1
2588,marimba,,,two,champions,,1,1,1
2589,bidialectal,,,two,champions,,1,0,1
2590,impecunious,,,two,champions,,1,0,1
2591,sheriff,,,two,study,,1,1,1
2592,jadeite,,,two,champions,,1,1,1
2593,mammalian,,,two,champions,,1,0,1
2594,chintzy,,,two,champions,,1,1,1
2595,cumulus,,,two,champions,,1,0,1
2596,eradicate,,,two,champions,,1,0,1
2597,prehensile,,,two,champions,,1,0,1
2598,ramifications,,,two,champions,,1,0,1
2599,empirical,,,two,champions,,1,2,1
2600,virulence,,,two,champions,,1,2,1
2601,slalom,,,two,champions,,1,0,1
2602,punctuation,,,two,champions,,1,0,1
2603,modicum,,,two,champions,,1,0,1
2604,curfew,,,two,champions,,1,0,1
2605,precariously,,,two,study,,1,0,1
2606,nepotism,,,two,champions,,1,2,1
2607,paneer,panir,Alt,two,champions,,1,0,1
2608,umbrage,,,two,champions,,1,1,1
2609,minacious,,,two,champions,,1,2,1
2610,utensils,,,two,study,,1,0,1
2611,batteries,,,two,study,,1,0,1
2612,resuscitate,,,two,champions,,1,0,1
2613,sediment,,,two,champions,,1,0,1
2614,elaborative,,,two,champions,,1,0,1
2615,pianola,,,two,champions,,1,0,1
2616,praxis,,,two,champions,,1,0,1
2617,valorous,,,two,champions,,1,0,1
2618,flimflammer,,,two,champions,,1,0,1
2619,challenge,,,two,study,,1,0,1
2620,repository,,,two,champions,,1,0,1
2621,triforium,,,two,champions,,1,0,1
2622,furrow,,,two,study,,1,0,1
2623,evanescent,,,two,champions,,1,0,1
2624,pollutant,,,two,champions,,1,0,1
2625,bric-a-brac,,,two,champions,,1,1,1
2626,albeit,,,two,champions,,1,0,1
2627,fenestrated,,,two,champions,,1,1,1
2628,pharynx,,,two,champions,,1,1,1
2629,volition,,,two,champions,,1,0,1
2630,marmoset,,,two,champions,,1,2,1
2631,element,,,two,champions,,1,0,1
2632,manticore,,,two,champions,,1,0,1
2633,vacillate,,,two,champions,,1,2,1
2634,extant,,,two,champions,,1,0,1
2635,virtually,,,two,champions,,1,0,1
2636,gadgets,,,two,study,,1,0,1
2637,ebullience,,,two,champions,,1,0,1
2638,Louisiana,,,two,study,,1,1,1
2639,uranium,,,two,champions,,1,0,1
2640,cushion,,,two,champions,,1,0,1
2641,iambic,,,two,champions,,1,0,1
2642,ursine,,,two,champions,,1,0,1
2643,foliage,,,two,champions,,1,0,1
2644,shar-pei,,,two,champions,,1,1,1
2645,puree,,,two,champions,,1,0,1
2646,officiant,,,two,champions,,1,0,1
2647,rookie,,,two,study,,1,0,1
2648,Goliath,,,two,champions,,1,0,1
2649,misdemeanor,*misdemeanour,British,two,study,,1,0,1
2650,sundering,,,two,study,,1,0,1
2651,deciduous,,,two,champions,,1,1,1
2652,reparations,,,two,champions,,1,1,1
2653,enmity,,,two,champions,,1,0,1
2654,Clydesdale,,,two,champions,,1,0,1
2655,hallowed,,,two,champions,,1,0,1
2656,spurious,,,two,champions,,1,0,1
2657,beret,,,two,champions,,1,0,1
2658,odometer,,,two,champions,,1,0,1
