id,word,alt,bee,group,nTried,nMistakes,weight
2223,abominable,,two,champions,0,0,1
2224,procedure,,two,champions,0,0,1
2225,limpid,,two,champions,0,0,1
2226,syllabus,,two,champions,0,0,1
2227,animus,,two,champions,0,0,1
2228,trillium,,two,champions,0,0,1
2229,Dalmatian,,two,champions,0,0,1
2230,ufology,,two,champions,0,0,1
2231,cholera,,two,champions,0,0,1
2232,minuscule,miniscule,two,champions,0,0,1
2233,jeepney,,two,champions,0,0,1
2234,volucrine,,two,champions,0,0,1
2235,populace,,two,champions,0,0,1
2236,vetiver,,two,champions,0,0,1
2237,parameters,,two,champions,0,0,1
2238,inflammable,,two,champions,0,0,1
2239,pyrotechnics,,two,champions,0,0,1
2240,mollify,,two,champions,0,0,1
2241,cohesive,,two,champions,0,0,1
2242,stigmata,,two,champions,0,0,1
2243,prolix,,two,champions,0,0,1
2244,mitochondria,,two,champions,0,0,1
2245,onomatopoeia,,two,champions,0,0,1
2246,lavender,,two,champions,0,0,1
2247,tensile,,two,champions,0,0,1
2248,gaudery,,two,champions,0,0,1
2249,luxuriate,,two,champions,0,0,1
2250,cavalcade,,two,champions,0,0,1
2251,gladiatorial,,two,champions,0,0,1
2252,machination,,two,champions,0,0,1
2253,pugnacious,,two,champions,0,0,1
2254,peruse,,two,champions,0,0,1
2255,alluvial,,two,champions,0,0,1
2256,epicurean,,two,champions,0,0,1
2257,derelict,,two,champions,0,0,1
2258,revelation,,two,champions,0,0,1
2259,arithmetic,,two,champions,0,0,1
2260,depredation,,two,champions,0,0,1
2261,ignominious,,two,champions,0,0,1
2262,auction,,two,champions,0,0,1
2263,assiduous,,two,champions,0,0,1
2264,diligence,,two,champions,0,0,1
2265,bodega,,two,champions,0,0,1
2266,bona,,two,champions,0,0,1
2267,fide,,two,champions,0,0,1
2268,gustatory,,two,champions,0,0,1
2269,obliterate,,two,champions,0,0,1
2270,legalese,,two,champions,0,0,1
2271,rudiments,,two,champions,0,0,1
2272,monitory,,two,champions,0,0,1
2273,equilibrium,,two,champions,0,0,1
2274,roustabout,,two,champions,0,0,1
2275,trifle,,two,champions,0,0,1
2276,ambrosial,,two,champions,0,0,1
2277,simultaneity,,two,champions,0,0,1
2278,gastronome,,two,champions,0,0,1
2279,epithet,,two,champions,0,0,1
2280,encroach,,two,champions,0,0,1
2281,acacia,,two,champions,0,0,1
2282,tetanus,,two,champions,0,0,1
2283,scarlatina,,two,champions,0,0,1
2284,ciao,,two,champions,0,0,1
2285,genome,,two,champions,0,0,1
2286,inviolable,,two,champions,0,0,1
2287,contrite,,two,champions,0,0,1
2288,patrician,,two,champions,0,0,1
2289,enervate,,two,champions,0,0,1
2290,turophile,,two,champions,0,0,1
2291,Patagonia,,two,champions,0,0,1
2292,vanquish,,two,champions,0,0,1
2293,ectoplasm,,two,champions,0,0,1
2294,olfactory,,two,champions,0,0,1
2295,en-masse,,two,champions,0,0,1
2296,stroganoff,,two,champions,0,0,1
2297,procrastinate,,two,champions,0,0,1
2298,purification,,two,champions,0,0,1
2299,plantain,,two,champions,0,0,1
2300,aperture,,two,champions,0,0,1
2301,rhythmically,,two,champions,0,0,1
2302,shazam,,two,champions,0,0,1
2303,bountiful,,two,champions,0,0,1
2304,pantheon,,two,champions,0,0,1
2305,marimba,,two,champions,0,0,1
2306,conduit,,two,champions,0,0,1
2307,bravado,,two,champions,0,0,1
2308,beneficent,,two,champions,0,0,1
2309,indict,,two,champions,0,0,1
2310,epitome,,two,champions,0,0,1
2311,annulment,,two,champions,0,0,1
2312,vegetarian,,two,champions,0,0,1
2313,surimi,,two,champions,0,0,1
2314,besmirch,,two,champions,0,0,1
2315,trespass,,two,champions,0,0,1
2316,commandeer,,two,champions,0,0,1
2317,bonsai,,two,champions,0,0,1
2318,university,,two,champions,0,0,1
2319,celestial,,two,champions,0,0,1
2320,preposterous,,two,champions,0,0,1
2321,extant,,two,champions,0,0,1
2322,cogently,,two,champions,0,0,1
2323,auricular,,two,champions,0,0,1
2324,settee,,two,champions,0,0,1
2325,legitimately,,two,champions,0,0,1
2326,inoculate,,two,champions,0,0,1
2327,heleoplankton,,two,champions,0,0,1
2328,pliant,,two,champions,0,0,1
2329,billiards,,two,champions,0,0,1
2330,obstreperous,,two,champions,0,0,1
2331,frabjous,,two,champions,0,0,1
2332,spiracle,,two,champions,0,0,1
2333,Formica,,two,champions,0,0,1
2334,Mylar,,two,champions,0,0,1
2335,rustication,,two,champions,0,0,1
2336,globular,,two,champions,0,0,1
2337,stellular,,two,champions,0,0,1
2338,akimbo,,two,champions,0,0,1
2339,derisive,,two,champions,0,0,1
2340,ineluctable,,two,champions,0,0,1
2341,eerily,,two,champions,0,0,1
2342,funambulist,,two,champions,0,0,1
2343,apotheosis,,two,champions,0,0,1
2344,entrée,,two,champions,0,0,1
2345,homeostasis,,two,champions,0,0,1
2346,calamari,,two,champions,0,0,1
2347,prehensile,,two,champions,0,0,1
2348,somatotype,,two,champions,0,0,1
2349,bizarro,,two,champions,0,0,1
2350,dissemble,,two,champions,0,0,1
2351,gallant,,two,champions,0,0,1
2352,intensify,,two,champions,0,0,1
2353,hurriedly,,two,champions,0,0,1
2354,corrosive,,two,champions,0,0,1
2355,afghan,,two,champions,0,0,1
2356,odontiasis,,two,champions,0,0,1
2357,stratification,,two,champions,0,0,1
2358,tomahawk,,two,champions,0,0,1
2359,artesian,,two,champions,0,0,1
2360,mendacious,,two,champions,0,0,1
2361,gubernatorial,,two,champions,0,0,1
2362,pungent,,two,champions,0,0,1
2363,mandrill,,two,champions,0,0,1
2364,gibbous,,two,champions,0,0,1
2365,extracurricular,,two,champions,0,0,1
2366,punctuation,,two,champions,0,0,1
2367,nautilus,,two,champions,0,0,1
2368,thievery,,two,champions,0,0,1
2369,dragoon,,two,champions,0,0,1
2370,yuzu,,two,champions,0,0,1
2371,ritziness,,two,champions,0,0,1
2372,gazette,,two,champions,0,0,1
2373,continuum,,two,champions,0,0,1
2374,pachyderm,,two,champions,0,0,1
2375,symposium,,two,champions,0,0,1
2376,floribunda,,two,champions,0,0,1
2377,salience,,two,champions,0,0,1
2378,molasses,,two,champions,0,0,1
2379,classical,,two,champions,0,0,1
2380,fungible,,two,champions,0,0,1
2381,Gothamite,,two,champions,0,0,1
2382,affable,,two,champions,0,0,1
2383,dopamine,,two,champions,0,0,1
2384,pitiful,,two,champions,0,0,1
2385,ammunition,,two,champions,0,0,1
2386,pariah,,two,champions,0,0,1
2387,prodigious,,two,champions,0,0,1
2388,denominator,,two,champions,0,0,1
2389,prorogue,,two,champions,0,0,1
2390,fecund,,two,champions,0,0,1
2391,laceration,,two,champions,0,0,1
2392,nexus,,two,champions,0,0,1
2393,decor,décor,two,champions,0,0,1
2394,duchy,,two,champions,0,0,1
2395,pagoda,,two,champions,0,0,1
2396,establishment,,two,champions,0,0,1
2397,ruminate,,two,champions,0,0,1
2398,sympathy,,two,champions,0,0,1
2399,puniness,,two,champions,0,0,1
2400,lingua,,two,champions,0,0,1
2401,franca,,two,champions,0,0,1
2402,triforium,,two,champions,0,0,1
2403,déjà-vu,déjà-vue,two,champions,0,0,1
2404,calabash,,two,champions,0,0,1
2405,chute,shute,two,champions,0,0,1
2406,impermeable,,two,champions,0,0,1
2407,trepidation,,two,champions,0,0,1
2408,collision,,two,champions,0,0,1
2409,scarab,,two,champions,0,0,1
2410,veganism,,two,champions,0,0,1
2411,humerus,,two,champions,0,0,1
2412,vagabonds,,two,champions,0,0,1
2413,variegated,,two,champions,0,0,1
2414,volition,,two,champions,0,0,1
2415,gossamer,,two,champions,0,0,1
2416,vincible,,two,champions,0,0,1
2417,factitious,,two,champions,0,0,1
2418,sculpture,,two,champions,0,0,1
2419,annuity,,two,champions,0,0,1
2420,quid,,two,champions,0,0,1
2421,pro,,two,champions,0,0,1
2422,quo,,two,champions,0,0,1
2423,curmudgeon,,two,champions,0,0,1
2424,cushion,,two,champions,0,0,1
2425,tutelage,,two,champions,0,0,1
2426,domiciled,,two,champions,0,0,1
2427,theorem,,two,champions,0,0,1
2428,accrual,,two,champions,0,0,1
2429,grandeur,,two,champions,0,0,1
2430,ottoman,,two,champions,0,0,1
2431,logographic,,two,champions,0,0,1
2432,armistice,,two,champions,0,0,1
2433,cryogenic,,two,champions,0,0,1
2434,catalyst,,two,champions,0,0,1
2435,thespian,,two,champions,0,0,1
2436,submersible,,two,champions,0,0,1
2437,extemporaneous,,two,champions,0,0,1
2438,ungetatable,,two,champions,0,0,1
2439,unilaterally,,two,champions,0,0,1
2440,ordinance,,two,champions,0,0,1
2441,ursine,,two,champions,0,0,1
2442,arduous,,two,champions,0,0,1
2443,carnitas,,two,champions,0,0,1
2444,bulgogi,,two,champions,0,0,1
2445,fibromyalgia,,two,champions,0,0,1
2446,terrier,,two,champions,0,0,1
2447,captivated,,two,champions,0,0,1
2448,onus,,two,champions,0,0,1
2449,precursor,,two,champions,0,0,1
2450,mochi,,two,champions,0,0,1
2451,feign,,two,champions,0,0,1
2452,dementia,,two,champions,0,0,1
2453,voilà,voila,two,champions,0,0,1
2454,habanero,,two,champions,0,0,1
2455,Francophone,,two,champions,0,0,1
2456,convivium,,two,champions,0,0,1
2457,atrium,,two,champions,0,0,1
2458,italicization,,two,champions,0,0,1
2459,preliminary,,two,champions,0,0,1
2460,echoed,,two,champions,0,0,1
2461,reticulated,,two,champions,0,0,1
2462,authenticate,,two,champions,0,0,1
2463,fiscal,,two,champions,0,0,1
2464,oblige,,two,champions,0,0,1
2465,viscount,,two,champions,0,0,1
2466,plague,,two,champions,0,0,1
2467,preferential,,two,champions,0,0,1
2468,bazooka,,two,champions,0,0,1
2469,complacency,,two,champions,0,0,1
2470,kraken,,two,champions,0,0,1
2471,stanzaic,,two,champions,0,0,1
2472,putrescent,,two,champions,0,0,1
2473,nostalgia,,two,champions,0,0,1
2474,dechlorinate,,two,champions,0,0,1
2475,unconscionable,,two,champions,0,0,1
2476,Pembroke,,two,champions,0,0,1
2477,liquefaction,,two,champions,0,0,1
2478,palazzo,,two,champions,0,0,1
2479,miasma,,two,champions,0,0,1
2480,concoct,,two,champions,0,0,1
2481,modicum,,two,champions,0,0,1
2482,javelin,,two,champions,0,0,1
2483,spoonerism,,two,champions,0,0,1
2484,complicit,,two,champions,0,0,1
2485,gyrocopter,,two,champions,0,0,1
2486,medieval,mediaeval,two,champions,0,0,1
2487,licensure,,two,champions,0,0,1
2488,Herculean,,two,champions,0,0,1
2489,pilgrimages,,two,champions,0,0,1
2490,oriel,,two,champions,0,0,1
2491,preeminent,,two,champions,0,0,1
2492,alfresco,,two,champions,0,0,1
2493,loquacious,,two,champions,0,0,1
2494,prosthetic,,two,champions,0,0,1
2495,latency,,two,champions,0,0,1
2496,epitaphs,,two,champions,0,0,1
2497,solitaire,,two,champions,0,0,1
2498,dishevel,,two,champions,0,0,1
2499,Limburger,,two,champions,0,0,1
2500,tuffet,,two,champions,0,0,1
2501,epact,,two,champions,0,0,1
2502,abstruse,,two,champions,0,0,1
2503,nephrolith,,two,champions,0,0,1
2504,adipose,,two,champions,0,0,1
2505,quorum,,two,champions,0,0,1
2506,pharynx,,two,champions,0,0,1
2507,epistolary,,two,champions,0,0,1
2508,pursuit,,two,champions,0,0,1
2509,esoteric,,two,champions,0,0,1
2510,grapheme,,two,champions,0,0,1
2511,trigonometry,,two,champions,0,0,1
2512,alloy,,two,champions,0,0,1
2513,Belgium,,two,champions,0,0,1
2514,audacious,,two,champions,0,0,1
2515,exasperate,,two,champions,0,0,1
2516,Mandarin,,two,champions,0,0,1
2517,Kelvin,,two,champions,0,0,1
2518,vellum,,two,champions,0,0,1
2519,enunciate,,two,champions,0,0,1
2520,tarsier,,two,champions,0,0,1
2521,autodidact,,two,champions,0,0,1
2522,parable,,two,champions,0,0,1
2523,rowan,,two,champions,0,0,1
2524,tripartite,,two,champions,0,0,1
2525,Bohemian,,two,champions,0,0,1
2526,succinct,,two,champions,0,0,1
2527,inquietude,,two,champions,0,0,1
2528,compunction,,two,champions,0,0,1
2529,decumbiture,,two,champions,0,0,1
2530,multivalent,,two,champions,0,0,1
2531,artillery,,two,champions,0,0,1
2532,quotient,,two,champions,0,0,1
2533,ricotta,,two,champions,0,0,1
2534,guttural,,two,champions,0,0,1
2535,atrocious,,two,champions,0,0,1
2536,vivacious,,two,champions,0,0,1
2537,xenoglossy,,two,champions,0,0,1
2538,smorgasbord,,two,champions,0,0,1
2539,electrode,,two,champions,0,0,1
2540,sporadically,,two,champions,0,0,1
2541,sudation,,two,champions,0,0,1
2542,cytoplasm,,two,champions,0,0,1
2543,affectionately,,two,champions,0,0,1
2544,Pulitzer,,two,champions,0,0,1
2545,vitreous,,two,champions,0,0,1
2546,wraith,,two,champions,0,0,1
2547,insulin,,two,champions,0,0,1
2548,phlegmatic,,two,champions,0,0,1
2549,spasmodic,,two,champions,0,0,1
2550,bouquet,,two,champions,0,0,1
2551,denizen,,two,champions,0,0,1
2552,duopoly,,two,champions,0,0,1
2553,alpinist,,two,champions,0,0,1
2554,abracadabra,,two,champions,0,0,1
2555,plethora,,two,champions,0,0,1
2556,rappelled,,two,champions,0,0,1
2557,conceit,,two,champions,0,0,1
2558,tapas,,two,champions,0,0,1
2559,sediment,,two,champions,0,0,1
2560,emulate,,two,champions,0,0,1
2561,caveat,,two,champions,0,0,1
2562,doubloons,,two,champions,0,0,1
2563,oscillation,,two,champions,0,0,1
2564,enzyme,,two,champions,0,0,1
2565,dinero,,two,champions,0,0,1
2566,comestibles,,two,champions,0,0,1
2567,stenographer,,two,champions,0,0,1
2568,mezzanine,,two,champions,0,0,1
2569,lozenge,,two,champions,0,0,1
2570,tedious,,two,champions,0,0,1
2571,resonate,,two,champions,0,0,1
2572,suspicion,,two,champions,0,0,1
2573,repudiate,,two,champions,0,0,1
2574,emporium,,two,champions,0,0,1
2575,Victorian,,two,champions,0,0,1
2576,forestallment,,two,champions,0,0,1
2577,Iberian,,two,champions,0,0,1
2578,fluency,,two,champions,0,0,1
2579,invective,,two,champions,0,0,1
2580,occur,,two,champions,0,0,1
2581,claustrophobia,,two,champions,0,0,1
2582,idyllic,,two,champions,0,0,1
2583,coralline,,two,champions,0,0,1
2584,abhenry,,two,champions,0,0,1
2585,chromosome,,two,champions,0,0,1
2586,braggart,,two,champions,0,0,1
2587,relentlessly,,two,champions,0,0,1
2588,opalescence,,two,champions,0,0,1
2589,polyglot,,two,champions,0,0,1
2590,velociraptor,,two,champions,0,0,1
2591,puree,,two,champions,0,0,1
2592,manticore,,two,champions,0,0,1
2593,chronometer,,two,champions,0,0,1
2594,cherubic,,two,champions,0,0,1
2595,wherewithal,,two,champions,0,0,1
2596,inquisitor,,two,champions,0,0,1
2597,chemistry,,two,champions,0,0,1
2598,quandary,,two,champions,0,0,1
2599,equanimity,,two,champions,0,0,1
2600,thermos,,two,champions,0,0,1
2601,acrylics,,two,champions,0,0,1
2602,imminent,,two,champions,0,0,1
2603,hieroglyphics,,two,champions,0,0,1
2604,oculus,,two,champions,0,0,1
2605,dubiously,,two,champions,0,0,1
2606,mariposa,,two,champions,0,0,1
2607,teleology,,two,champions,0,0,1
2608,bowyer,,two,champions,0,0,1
2609,infatuation,,two,champions,0,0,1
2610,abysmal,,two,champions,0,0,1
2611,chambray,,two,champions,0,0,1
2612,rhombus,,two,champions,0,0,1
2613,revendicate,,two,champions,0,0,1
2614,jonquil,,two,champions,0,0,1
2615,pensive,,two,champions,0,0,1
2616,quarantine,,two,champions,0,0,1
2617,schnitzel,,two,champions,0,0,1
2618,rialto,,two,champions,0,0,1
2619,delphinium,,two,champions,0,0,1
2620,obelisk,,two,champions,0,0,1
2621,diurnal,,two,champions,0,0,1
2622,prejudice,,two,champions,0,0,1
2623,bombastic,,two,champions,0,0,1
2624,cistern,,two,champions,0,0,1
2625,exquisite,,two,champions,0,0,1
2626,epsilon,,two,champions,0,0,1
2627,petroglyphs,,two,champions,0,0,1
2628,specious,,two,champions,0,0,1
2629,pumice,,two,champions,0,0,1
2630,zodiac,,two,champions,0,0,1
2631,artery,,two,champions,0,0,1
2632,ornithology,,two,champions,0,0,1
2633,apropos,,two,champions,0,0,1
2634,pessimum,,two,champions,0,0,1
2635,amateurish,,two,champions,0,0,1
2636,intransigent,intransigeant,two,champions,0,0,1
2637,tyrannical,,two,champions,0,0,1
2638,pearlescent,,two,champions,0,0,1
2639,tautology,,two,champions,0,0,1
2640,misconstrue,,two,champions,0,0,1
2641,sagacious,,two,champions,0,0,1
2642,mammalian,,two,champions,0,0,1
2643,tranquil,,two,champions,0,0,1
2644,behemoth,,two,champions,0,0,1
2645,equestrian,,two,champions,0,0,1
2646,nominal,,two,champions,0,0,1
2647,draconian,,two,champions,0,0,1
2648,trebuchet,,two,champions,0,0,1
2649,ransom,,two,champions,0,0,1
2650,iambic,,two,champions,0,0,1
2651,monocle,,two,champions,0,0,1
2652,apocalypse,,two,champions,0,0,1
2653,cemetery,,two,champions,0,0,1
2654,anticoagulant,,two,champions,0,0,1
2655,euro,,two,champions,0,0,1
2656,Gouda,,two,champions,0,0,1
2657,endocrine,,two,champions,0,0,1
2658,presumptuous,,two,champions,0,0,1
2659,doubt,,two,champions,0,0,1
2660,unkempt,,two,champions,0,0,1
2661,cursive,,two,champions,0,0,1
2662,binoculars,,two,champions,0,0,1
2663,apportion,,two,champions,0,0,1
2664,gurney,,two,champions,0,0,1
2665,sanctimonious,,two,champions,0,0,1
2666,peremptory,,two,champions,0,0,1
2667,infarction,,two,champions,0,0,1
2668,cedar,,two,champions,0,0,1
2669,udon,,two,champions,0,0,1
2670,gourd,,two,champions,0,0,1
2671,verbatim,,two,champions,0,0,1
2672,joule,,two,champions,0,0,1
2673,niacin,,two,champions,0,0,1
2674,courage,,two,champions,0,0,1
2675,arabesque,,two,champions,0,0,1
2676,cylindrical,,two,champions,0,0,1
2677,tephra,,two,champions,0,0,1
2678,lackadaisical,,two,champions,0,0,1
2679,silhouette,,two,champions,0,0,1
2680,dismal,,two,champions,0,0,1
2681,consortium,,two,champions,0,0,1
2682,tuition,,two,champions,0,0,1
2683,multifarious,,two,champions,0,0,1
2684,unanimous,,two,champions,0,0,1
2685,soporific,,two,champions,0,0,1
2686,tupelo,,two,champions,0,0,1
2687,cadaverous,,two,champions,0,0,1
2688,prowess,,two,champions,0,0,1
2689,dromedary,,two,champions,0,0,1
2690,squalid,,two,champions,0,0,1
2691,tracheotomy,,two,champions,0,0,1
2692,firmament,,two,champions,0,0,1
2693,paramountcy,,two,champions,0,0,1
2694,sultana,,two,champions,0,0,1
2695,agrarian,,two,champions,0,0,1
2696,collapsar,,two,champions,0,0,1
2697,exhibition,,two,champions,0,0,1
2698,ministrations,,two,champions,0,0,1
2699,racketeer,,two,champions,0,0,1
2700,solder,,two,champions,0,0,1
2701,interim,,two,champions,0,0,1
2702,definiendum,,two,champions,0,0,1
2703,***dandle,,two,champions,0,0,1
2704,effete,,two,champions,0,0,1
2705,Antigua,,two,champions,0,0,1
2706,vaudeville,,two,champions,0,0,1
2707,frisket,,two,champions,0,0,1
2708,brockage,,two,champions,0,0,1
2709,malapropism,,two,champions,0,0,1
2710,pelf,,two,champions,0,0,1
2711,aqueous,,two,champions,0,0,1
2712,Dianthus,,two,champions,0,0,1
2713,olingo,,two,champions,0,0,1
2714,Halifax,,two,champions,0,0,1
2715,concordance,,two,champions,0,0,1
2716,huerta,,two,champions,0,0,1
2717,vascular,,two,champions,0,0,1
2718,wentletrap,,two,champions,0,0,1
2719,serrated,,two,champions,0,0,1
2720,poblano,,two,champions,0,0,1
2721,conclave,,two,champions,0,0,1
2722,Gregorian,,two,champions,0,0,1
2723,rebuff,,two,champions,0,0,1
2724,taverna,,two,champions,0,0,1
2725,illicitly,,two,champions,0,0,1
2726,cribbage,,two,champions,0,0,1
2727,crith,,two,champions,0,0,1
2728,Namibian,,two,champions,0,0,1
2729,tricenary,,two,champions,0,0,1
2730,triste,,two,champions,0,0,1
2731,interred,,two,champions,0,0,1
2732,legerity,,two,champions,0,0,1
2733,Vatican,,two,champions,0,0,1
2734,fucoid,,two,champions,0,0,1
2735,parley,,two,champions,0,0,1
2736,meningitis,,two,champions,0,0,1
2737,nutation,,two,champions,0,0,1
2738,nutria,,two,champions,0,0,1
2739,sedge,,two,champions,0,0,1
2740,capstan,,two,champions,0,0,1
2741,vicarious,,two,champions,0,0,1
2742,alate,,two,champions,0,0,1
2743,victimology,,two,champions,0,0,1
2744,ibex,,two,champions,0,0,1
2745,cudgel,,two,champions,0,0,1
2746,bicameral,,two,champions,0,0,1
2747,irrigation,,two,champions,0,0,1
2748,labradoodle,,two,champions,0,0,1
2749,portico,,two,champions,0,0,1
2750,corsage,,two,champions,0,0,1
2751,smellfungus,,two,champions,0,0,1
2752,arboretum,,two,champions,0,0,1
2753,Zamboni,,two,champions,0,0,1
2754,blarney,,two,champions,0,0,1
2755,diacritic,,two,champions,0,0,1
2756,mephitic,,two,champions,0,0,1
2757,complementary,,two,champions,0,0,1
2758,Philistine,,two,champions,0,0,1
2759,dyspeptic,,two,champions,0,0,1
2760,inglorious,,two,champions,0,0,1
2761,louche,,two,champions,0,0,1
2762,avatar,,two,champions,0,0,1
2763,grandiloquent,,two,champions,0,0,1
2764,armature,,two,champions,0,0,1
2765,maidenhair,,two,champions,0,0,1
2766,aureole,,two,champions,0,0,1
2767,spinosity,,two,champions,0,0,1
2768,prespinous,,two,champions,0,0,1
2769,cladistics,,two,champions,0,0,1
2770,gasiform,,two,champions,0,0,1
2771,valuator,,two,champions,0,0,1
2772,deserter,,two,champions,0,0,1
2773,jankers,,two,champions,0,0,1
2774,Evactor,,two,champions,0,0,1
2775,possessive,,two,champions,0,0,1
2776,venial,,two,champions,0,0,1
2777,seton,,two,champions,0,0,1
2778,demerits,,two,champions,0,0,1
2779,diaspora,,two,champions,0,0,1
2780,pious,,two,champions,0,0,1
2781,borough,,two,champions,0,0,1
2782,volatile,,two,champions,0,0,1
2783,gnocchi,,two,champions,0,0,1
2784,surety,,two,champions,0,0,1
2785,pileus,,two,champions,0,0,1
2786,fez,,two,champions,0,0,1
2787,glengarry,,two,champions,0,0,1
2788,commissioner,,two,champions,0,0,1
2789,grande,,two,champions,0,0,1
2790,dame,,two,champions,0,0,1
2791,verism,,two,champions,0,0,1
2792,dramatization,,two,champions,0,0,1
2793,nonconformist,,two,champions,0,0,1
2794,château,,two,champions,0,0,1
2795,erroneous,,two,champions,0,0,1
2796,tam-o’-shanter,,two,champions,0,0,1
2797,trillado,,two,champions,0,0,1
2798,per-se,,two,champions,0,0,1
2799,peradventure,,two,champions,0,0,1
2800,Ryeland,,two,champions,0,0,1
2801,domesticity,,two,champions,0,0,1
2802,episcopal,,two,champions,0,0,1
2803,consecrate,,two,champions,0,0,1
2804,trituration,,two,champions,0,0,1
2805,neoterism,,two,champions,0,0,1
2806,interregnum,,two,champions,0,0,1
2807,viaticum,,two,champions,0,0,1
2808,homiletics,,two,champions,0,0,1
2809,psalmody,,two,champions,0,0,1
2810,omnilegent,,two,champions,0,0,1
2811,princeps,,two,champions,0,0,1
2812,procurement,,two,champions,0,0,1
2813,cribo,,two,champions,0,0,1
2814,colubrine,,two,champions,0,0,1
2815,immie,,two,champions,0,0,1
2816,aretalogy,,two,champions,0,0,1
2817,sessile,,two,champions,0,0,1
2818,du-jour,,two,champions,0,0,1
2819,lanceolate,,two,champions,0,0,1
2820,bowsprit,,two,champions,0,0,1
2821,Charon,,two,champions,0,0,1
2822,chupacabra,,two,champions,0,0,1
2823,Acadians,,two,champions,0,0,1
2824,Gippsland,,two,champions,0,0,1
2825,froward,,two,champions,0,0,1
2826,ensconced,,two,champions,0,0,1
2827,cattalo,catalo,two,champions,0,0,1
2828,hypogeous,,two,champions,0,0,1
2829,reflexology,,three,study,0,0,1
2830,motley,,three,study,0,0,1
2831,intolerance,,three,study,0,0,1
2832,mystified,,three,study,0,0,1
2833,demeanor,demeanour,three,study,0,0,1
2834,disembodied,,three,study,0,0,1
2835,unsportsmanlike,,three,study,0,0,1
2836,proctors,,three,study,0,0,1
2837,referral,,three,study,0,0,1
2838,Judaism,,three,study,0,0,1
2839,transgressions,,three,study,0,0,1
2840,liability,,three,study,0,0,1
2841,instinctive,,three,study,0,0,1
2842,adversity,,three,study,0,0,1
2843,discriminating,,three,study,0,0,1
2844,coaxing,,three,study,0,0,1
2845,drudgery,,three,study,0,0,1
2846,intentionally,,three,study,0,0,1
2847,fetlocks,,three,study,0,0,1
2848,gluten,,three,study,0,0,1
2849,swankiest,,three,study,0,0,1
2850,mallet,,three,study,0,0,1
2851,Korea,,three,study,0,0,1
2852,ensnarement,,three,study,0,0,1
2853,trodden,,three,study,0,0,1
2854,aerials,,three,study,0,0,1
2855,stalemate,,three,study,0,0,1
2856,abdomen,,three,study,0,0,1
2857,penchant,,three,study,0,0,1
2858,infectious,,three,study,0,0,1
2859,convictions,,three,study,0,0,1
2860,exile,,three,study,0,0,1
2861,permanence,,three,study,0,0,1
2862,ransacked,,three,study,0,0,1
2863,cocoon,,three,study,0,0,1
2864,ranchero,,three,study,0,0,1
2865,pulverized,pulverised,three,study,0,0,1
2866,clouting,,three,study,0,0,1
2867,Singapore,,three,study,0,0,1
2868,aisles,,three,study,0,0,1
2869,morbidity,,three,study,0,0,1
2870,torturous,,three,study,0,0,1
2871,surgeon,,three,study,0,0,1
2872,thoroughfare,,three,study,0,0,1
2873,appeasement,,three,study,0,0,1
2874,propensity,,three,study,0,0,1
2875,Minnesota,,three,study,0,0,1
2876,intestine,,three,study,0,0,1
2877,lineage,,three,study,0,0,1
2878,larkspur,,three,study,0,0,1
2879,kimchi,kimchee,three,study,0,0,1
2880,pallid,,three,study,0,0,1
2881,russet,,three,study,0,0,1
2882,brocade,,three,study,0,0,1
2883,incorrigibles,,three,study,0,0,1
2884,Richter scale,,three,study,0,0,1
2885,bantlings,,three,study,0,0,1
2886,coronation,,three,study,0,0,1
2887,resinous,,three,study,0,0,1
2888,feinted,,three,study,0,0,1
2889,herbalist,,three,study,0,0,1
2890,guarantor,,three,study,0,0,1
2891,fractious,,three,study,0,0,1
2892,condescendingly,,three,study,0,0,1
2893,mortification,,three,study,0,0,1
2894,semblance,,three,study,0,0,1
2895,menorahs,,three,study,0,0,1
2896,renal,,three,study,0,0,1
2897,topologically,,three,study,0,0,1
2898,heresy,,three,study,0,0,1
2899,porcine,,three,study,0,0,1
2900,palpable,,three,study,0,0,1
2901,prioress,,three,study,0,0,1
2902,padre,,three,study,0,0,1
2903,scree,,three,study,0,0,1
2904,humus,,three,study,0,0,1
2905,fortuitous,,three,study,0,0,1
2906,adduced,,three,study,0,0,1
2907,Darwinism,,three,study,0,0,1
2908,rhetorical,,three,study,0,0,1
2909,covenant,,three,study,0,0,1
2910,aversion,,three,study,0,0,1
2911,assassinate,,three,study,0,0,1
2912,heirloom,,three,study,0,0,1
2913,mete,,three,study,0,0,1
2914,burgundy,,three,study,0,0,1
2915,perdition,,three,study,0,0,1
2916,dispensation,,three,study,0,0,1
2917,congealing,,three,study,0,0,1
2918,embroidery,,three,study,0,0,1
2919,mien,,three,study,0,0,1
2920,chaplain,,three,study,0,0,1
2921,Cantonese,,three,study,0,0,1
2922,poultice,,three,study,0,0,1
2923,impertinent,,three,study,0,0,1
2924,transept,,three,study,0,0,1
2925,phenomenal,,three,study,0,0,1
2926,throes,,three,study,0,0,1
2927,primordial,,three,study,0,0,1
2928,moppet,,three,study,0,0,1
2929,vuvuzela,,three,study,0,0,1
2930,d�orsay,,three,study,0,0,1
2931,justaucorps,,three,study,0,0,1
2932,Yom Kippur,,three,study,0,0,1
2933,Chelonia,,three,study,0,0,1
2934,lachrymose,,three,study,0,0,1
2935,bivouac,,three,study,0,0,1
